order_id,order_date,cuisine,price,restaurant_id,order_time,pickup_time,delivered_time,day,quantity,order_value,customer_id,restaurant_lat,restaurant_lon,customer_lat,customer_lon,distance_km,repeat_order,status,payment_method,delivery_minutes,rating
ORD2023000936,15-03-2023,Chinese,121.62,R27,10:21,10:34,11:07,Monday,1,558.89,C085,12.4,79.77,13.56,65.48,4.34,Yes,Delivered,UPI,46,4
ORD2023000937,14-10-2023,Italian,495.38,R45,02:41,02:55,04:25,Monday,1,539.54,C087,11.68,66.65,11.7,73.01,4.3,Yes,Delivered,UPI,104,5
ORD2023000938,11-04-2023,Mexican,371.65,R8,11:20,11:28,12:13,Monday,2,617.96,C040,11.65,65.14,10.77,69.66,3.09,Yes,Delivered,UPI,53,4
ORD2023000939,11-08-2023,Mexican,149.67,R14,06:06,06:14,07:55,Wednesday,1,463.12,C081,12.74,68.7,13.35,66.19,5.89,Yes,Delivered,Cash,109,4
ORD2023000940,10-03-2023,Indian,170.19,R9,02:07,02:19,03:50,Saturday,3,591.25,C096,13.89,65.35,12.63,68.49,5.37,Yes,Delivered,UPI,103,4
ORD2023000941,20-07-2023,Thai,341,R22,04:13,04:26,04:53,Tuesday,3,462.94,C067,11.57,71.09,11.28,79.78,0.64,Yes,Delivered,UPI,40,5
ORD2023000942,19-03-2023,Italian,450.65,R44,01:10,01:25,02:12,Saturday,2,504.17,C064,12.14,83.52,14.06,81.01,3.89,No,Cancelled,Cash,62,3
ORD2023000943,15-04-2023,Burgers,393.57,R39,21:03,21:14,21:44,Saturday,2,848.44,C073,13.69,80.39,11.78,83.8,5.09,Yes,Delivered,UPI,41,4
ORD2023000944,17-04-2023,Dessert,522.94,R22,08:42,08:56,09:45,Friday,2,628.5,C012,10.56,73.25,13.92,76.22,4.76,Yes,Cancelled,UPI,63,4
ORD2023000945,05-07-2023,Italian,154.84,R11,14:01,14:07,14:42,Wednesday,1,330.07,C090,11.72,76.84,13.74,64.38,1.08,No,Delivered,UPI,41,4
ORD2023000946,03-07-2023,Sushi,814.33,R4,14:59,15:12,16:45,Monday,1,642.42,C045,13.27,66.94,12.33,79.61,5.46,Yes,Delivered,Cash,106,5
ORD2023000947,19-03-2023,Thai,764.69,R23,19:22,19:31,20:50,Friday,3,516.27,C071,10.78,77.69,10.94,83.36,2.91,Yes,Delivered,Cash,88,4
ORD2023000948,09-02-2023,Chinese,355.6,R21,02:50,02:57,04:00,Thursday,2,645.2,C069,10.91,73.7,11.5,72.73,5.18,Yes,Delivered,Cash,70,5
ORD2023000949,06-08-2023,Chinese,358.41,R31,23:12,23:19,00:18,Saturday,1,660.76,C074,13.67,65.95,11.41,74.83,1.23,Yes,Delivered,UPI,66,5
ORD2023000950,11-12-2023,Chinese,388.59,R44,03:39,03:49,05:39,Thursday,2,199.64,C006,10.95,73.89,13.1,80.81,4.52,Yes,Delivered,Cash,120,4
ORD2023000951,05-04-2023,Burgers,97.65,R36,06:11,06:22,07:40,Saturday,3,316.28,C007,11.58,75.86,11.94,78.85,0.41,No,Cancelled,UPI,89,5
ORD2023000952,20-07-2023,Italian,857.12,R15,11:27,11:39,12:03,Tuesday,2,389.61,C093,13.52,79.03,12.53,80.66,3.8,No,Delivered,Cash,36,4
ORD2023000953,18-03-2023,Burgers,790.87,R28,22:43,22:52,23:44,Monday,2,631.67,C061,13.41,80.57,13.35,74.93,4.09,Yes,Cancelled,UPI,61,5
ORD2023000954,02-03-2023,Sushi,293.74,R1,09:17,09:30,09:58,Thursday,2,403.62,C025,12.36,73.57,10.89,80.6,2.31,Yes,Delivered,UPI,41,3
ORD2023000955,09-03-2023,Indian,350.33,R17,06:04,06:15,06:58,Thursday,2,672.22,C065,14.06,78.39,11.89,68.99,4.28,Yes,Delivered,Cash,54,5
ORD2023000956,20-05-2023,Thai,656.83,R20,13:21,13:29,14:16,Sunday,1,253.81,C058,11.15,83.85,11.67,74.48,3.1,Yes,Delivered,UPI,55,5
ORD2023000957,12-02-2023,Dessert,390.33,R6,14:50,14:59,15:35,Sunday,2,358.09,C060,10.79,82.84,14.3,83.39,3.37,Yes,Cancelled,UPI,45,4
ORD2023000958,14-07-2023,Burgers,831.1,R39,00:16,00:31,01:53,Friday,1,239.4,C044,13.75,72.94,12.69,77.3,4.66,Yes,Returned,UPI,97,4
ORD2023000959,13-06-2023,Sushi,316.62,R24,06:45,06:54,08:17,Thursday,2,453.25,C070,12.84,73.01,10.66,83.16,2.75,Yes,Delivered,UPI,92,4
ORD2023000960,03-12-2023,Thai,884.01,R17,12:56,13:01,14:32,Friday,3,770.41,C013,14.14,64.01,10.78,66.76,2.24,Yes,Delivered,UPI,96,3
ORD2023000961,15-01-2023,Dessert,236.68,R45,21:35,21:40,23:13,Wednesday,2,649.19,C097,13.61,71.2,12.3,64.99,4.65,Yes,Delivered,UPI,98,5
ORD2023000962,08-01-2023,Burgers,522.51,R42,00:51,00:59,01:56,Monday,1,175.7,C037,12.3,73.43,14.04,65.58,4.74,Yes,Delivered,UPI,65,3
ORD2023000963,18-04-2023,Italian,110.65,R43,18:20,18:26,19:07,Friday,2,312.75,C061,13.83,84.68,10.82,72.08,2.41,No,Delivered,UPI,47,4
ORD2023000964,01-06-2023,Indian,530.98,R29,01:09,01:21,02:15,Friday,3,732.95,C071,11.98,64.38,12.22,66.42,5.18,Yes,Delivered,Cash,66,3
ORD2023000965,13-11-2023,Burgers,145.71,R43,16:20,16:35,17:53,Thursday,2,632.64,C063,12.5,82.94,13.92,72.1,4.3,Yes,Cancelled,UPI,93,4
ORD2023000966,03-02-2023,Sushi,798.43,R14,18:12,18:21,20:03,Friday,1,698.18,C094,13.23,78.45,13.07,70.67,2.71,Yes,Delivered,UPI,111,4
ORD2023000967,19-01-2023,Indian,523.99,R3,23:59,00:14,01:40,Friday,3,472.19,C056,12.46,71.27,12.14,83.17,3.1,Yes,Delivered,Cash,101,4
ORD2023000968,14-10-2023,Sushi,161.78,R9,10:01,10:13,11:59,Friday,1,693.79,C046,11.8,67.65,13.61,72.53,0.28,Yes,Delivered,UPI,118,4
ORD2023000969,07-07-2023,Italian,899.06,R22,20:28,20:42,21:57,Tuesday,3,462.94,C067,11.57,71.09,11.28,79.78,0.64,Yes,Delivered,UPI,89,5
ORD2023000970,10-12-2023,Italian,796.73,R47,17:19,17:27,18:21,Monday,2,586.86,C041,13.67,72.14,12.46,78.62,5.67,No,Delivered,Cash,62,5
ORD2023000971,14-08-2023,Thai,172.24,R47,13:14,13:22,14:05,Tuesday,1,429.66,C031,10.55,84.74,12.65,66.2,5.38,Yes,Delivered,UPI,51,5
ORD2023000972,14-05-2023,Dessert,357.23,R6,03:49,04:04,05:38,Monday,2,537.62,C066,14.1,79.98,13.29,78.8,3.48,Yes,Delivered,UPI,109,5
ORD2023000973,20-10-2023,Indian,617.08,R31,18:43,18:49,20:14,Wednesday,1,151.96,C066,11.42,74.26,11.15,72.58,4.89,Yes,Delivered,UPI,91,4
ORD2023000974,03-09-2023,Chinese,429.45,R16,07:17,07:29,07:47,Wednesday,2,267.45,C049,10.59,71.67,12.86,75.27,4.2,No,Returned,UPI,30,3
ORD2023000975,04-02-2023,Indian,127.61,R10,14:47,14:53,15:52,Saturday,1,314.42,C055,12.33,75.75,12.06,71.08,1.52,No,Cancelled,Cash,65,5
ORD2023000976,06-04-2023,Thai,122.6,R22,22:04,22:13,23:35,Saturday,1,747.62,C091,12.36,76.75,13.41,79.35,3.41,Yes,Delivered,UPI,91,5
ORD2023000977,24-02-2023,Thai,127.92,R35,03:23,03:35,04:39,Saturday,3,312.71,C066,12.86,62.87,10.93,69.15,5.07,Yes,Delivered,UPI,76,3
ORD2023000978,10-03-2023,Dessert,880.98,R5,07:06,07:19,07:55,Wednesday,3,281.57,C090,10.56,84.11,14.13,76.58,6.88,Yes,Delivered,Cash,49,4
ORD2023000979,06-04-2023,Italian,701.33,R40,05:24,05:37,07:01,Thursday,2,796.33,C048,10.93,77.85,10.72,64.2,4.09,Yes,Cancelled,UPI,97,3
ORD2023000980,19-04-2023,Sushi,843.62,R43,16:22,16:37,18:04,Wednesday,2,479.49,C043,12.2,76.08,11.02,75.16,4.53,Yes,Delivered,UPI,102,4
ORD2023000981,27-11-2023,Burgers,453.29,R17,15:59,16:05,17:32,Thursday,2,672.22,C065,14.06,78.39,11.89,68.99,4.28,Yes,Delivered,Cash,93,4
ORD2023000982,12-05-2023,Indian,249.85,R43,00:59,01:10,02:45,Friday,2,312.75,C061,13.83,84.68,10.82,72.08,2.41,No,Delivered,UPI,106,4
ORD2023000983,12-03-2023,Chinese,364.61,R4,00:04,00:18,01:44,Wednesday,3,651.6,C076,13.24,78.72,12.98,64.46,2.44,Yes,Delivered,UPI,100,3
ORD2023000984,11-12-2023,Thai,231.45,R27,02:55,03:01,04:40,Saturday,1,735.36,C024,12.39,63.61,13.97,78.67,5.73,Yes,Delivered,UPI,105,4
ORD2023000985,09-03-2023,Mexican,764.53,R47,01:31,01:43,02:49,Friday,2,319.98,C004,13.14,72,11.04,84.19,4.32,Yes,Delivered,UPI,78,4
ORD2023000986,24-05-2023,Burgers,536.48,R20,03:25,03:40,04:10,Friday,1,615.8,C079,11.54,71.9,10.61,70.65,5.22,Yes,Delivered,UPI,45,5
ORD2023000987,15-11-2023,Thai,831.97,R38,03:39,03:47,04:50,Tuesday,1,686.11,C008,12.25,62.95,13.22,67.49,4.38,Yes,Delivered,UPI,71,4
ORD2023000988,21-01-2023,Indian,166.35,R17,04:20,04:29,06:16,Friday,3,770.41,C013,14.14,64.01,10.78,66.76,2.24,Yes,Delivered,UPI,116,5
ORD2023000989,21-06-2023,Sushi,335.09,R38,11:22,11:27,12:33,Tuesday,1,686.11,C008,12.25,62.95,13.22,67.49,4.38,Yes,Delivered,UPI,71,4
ORD2023000990,02-02-2023,Chinese,633.03,R18,14:38,14:50,15:09,Wednesday,1,612.19,C008,11.69,76.37,12.65,70.74,5.62,Yes,Delivered,Cash,31,3
ORD2023000991,26-11-2023,Mexican,331.68,R14,14:01,14:14,14:42,Thursday,2,371.35,C024,13.8,63.18,11.21,66.3,5.43,Yes,Delivered,UPI,41,3
ORD2023000992,10-01-2023,Sushi,731.34,R14,14:32,14:46,15:36,Friday,1,698.18,C094,13.23,78.45,13.07,70.67,2.71,Yes,Delivered,UPI,64,3
ORD2023000993,13-07-2023,Mexican,345.1,R19,04:07,04:16,04:38,Friday,2,395.51,C025,14.08,81.05,14.04,73.87,6.09,No,Cancelled,UPI,31,5
ORD2023000994,10-08-2023,Chinese,155.36,R25,00:01,00:13,00:52,Tuesday,2,518.89,C050,11.19,73.42,13.75,65.73,6.63,Yes,Delivered,UPI,51,5
ORD2023000995,04-08-2023,Indian,356.14,R26,21:28,21:38,22:37,Thursday,1,684.44,C074,11.75,80.03,14.16,70.23,4.16,Yes,Delivered,UPI,69,5
ORD2023000996,15-04-2023,Dessert,809.75,R30,17:44,17:53,19:01,Saturday,2,322.05,C006,13.5,70.87,12.25,68.95,2.73,No,Delivered,UPI,77,4
ORD2023000997,02-03-2023,Burgers,211.46,R17,05:44,05:53,06:57,Thursday,2,672.22,C065,14.06,78.39,11.89,68.99,4.28,Yes,Delivered,Cash,73,3
ORD2023000998,04-01-2023,Sushi,218.32,R12,23:52,00:01,01:10,Saturday,2,549.83,C045,13.01,66.96,12.09,71.99,2.78,Yes,Cancelled,Cash,78,4
ORD2023000999,04-05-2023,Italian,222.82,R28,20:56,21:09,22:18,Monday,2,631.67,C061,13.41,80.57,13.35,74.93,4.09,Yes,Cancelled,UPI,82,3
ORD2023001000,11-04-2023,Chinese,714.23,R47,17:54,17:59,18:29,Monday,2,586.86,C041,13.67,72.14,12.46,78.62,5.67,No,Delivered,Cash,35,4
ORD2024001001,18-08-2024,Chinese,143.51,R20,12:52,12:57,14:14,Monday,3,519.43,C054,13.02,81.64,12.56,73.47,2.73,No,Delivered,Cash,82,4
ORD2024001002,21-08-2024,Indian,549.95,R3,01:26,01:36,02:09,Thursday,1,836.08,C081,14.25,89.37,15.63,70.04,6.2,Yes,Delivered,UPI,43,3
ORD2024001003,11-07-2024,Italian,564.86,R30,20:43,20:58,22:10,Sunday,2,612.26,C036,13.3,75.11,14.02,87.34,2.15,Yes,Delivered,Cash,87,3
ORD2024001004,19-09-2024,Mexican,248.27,R13,02:11,02:24,03:01,Saturday,3,543.29,C007,11.75,75.78,15.44,73.55,4.16,No,Delivered,UPI,50,3
ORD2024001005,27-02-2024,Italian,139.46,R42,08:54,09:02,09:51,Saturday,2,787.8,C034,12.84,76.24,12.89,73.59,2.2,No,Delivered,UPI,57,2
ORD2024001006,20-11-2024,Mexican,93.47,R16,18:58,19:03,19:50,Sunday,2,644.71,C017,11.63,84.46,14.24,71.35,2.2,Yes,Delivered,UPI,52,4
ORD2024001007,14-02-2024,Italian,228.47,R31,04:21,04:29,05:13,Saturday,1,805.52,C074,15.45,79.67,12.42,78.75,1.39,Yes,Delivered,UPI,52,3
ORD2024001008,02-08-2024,Dessert,756.71,R6,05:20,05:27,06:17,Monday,1,430.63,C031,12.59,88.1,11.91,74.32,0.98,No,Delivered,UPI,57,4
ORD2024001009,23-05-2024,Burgers,276.1,R5,14:36,14:42,15:37,Wednesday,1,463.06,C088,15.1,73.24,12.75,75.44,3.37,Yes,Delivered,UPI,61,3
ORD2024001010,18-10-2024,Indian,814.73,R44,00:07,00:18,01:24,Saturday,3,578.1,C027,12.35,78.17,11.92,78.93,5.51,Yes,Delivered,Cash,77,3
ORD2024001011,03-02-2024,Indian,811.81,R11,12:17,12:26,13:24,Thursday,2,715.38,C070,13.31,82.21,14.09,71.87,0.59,No,Delivered,UPI,67,3
ORD2024001012,09-11-2024,Sushi,589.86,R40,06:56,07:09,08:37,Tuesday,2,307.7,C058,13.77,87.73,14.04,83.16,5.14,Yes,Delivered,Cash,101,3
ORD2024001013,10-10-2024,Sushi,381.14,R19,01:20,01:35,01:58,Friday,1,292.92,C058,13.8,81.88,15.14,75.79,1.69,No,Delivered,UPI,38,4
ORD2024001014,27-10-2024,Dessert,750.63,R12,17:18,17:32,17:56,Saturday,2,277.04,C021,14.21,69.66,12.94,92.2,4.3,No,Delivered,UPI,38,3
ORD2024001015,25-01-2024,Indian,860.68,R9,08:48,08:55,09:37,Wednesday,3,375.49,C036,13.55,89.57,13.29,70.48,7.47,Yes,Delivered,Cash,49,4
ORD2024001016,13-07-2024,Thai,601.1,R26,10:45,10:59,12:28,Saturday,3,729.4,C055,12.31,90.96,14.11,92.8,5.47,Yes,Delivered,UPI,103,4
ORD2024001017,12-01-2024,Thai,598.74,R40,02:50,02:59,03:47,Monday,3,631.11,C045,14.79,72.08,14.74,82.09,3.7,Yes,Cancelled,UPI,57,3
ORD2024001018,26-10-2024,Italian,84.74,R4,13:48,13:58,14:55,Tuesday,1,446.4,C100,14.55,75.11,15.66,74.98,7.11,Yes,Delivered,UPI,67,3
ORD2024001019,07-10-2024,Indian,575.57,R30,17:04,17:13,17:36,Saturday,3,484.34,C090,13.7,86.51,14.61,79.37,5.8,Yes,Delivered,UPI,32,4
ORD2024001020,14-02-2024,Chinese,565.88,R16,19:58,20:11,20:56,Wednesday,2,357.07,C049,12.16,88.02,12.88,87.44,4.13,No,Returned,UPI,58,3
ORD2024001021,05-10-2024,Thai,753.91,R25,06:00,06:15,06:33,Thursday,1,524.1,C040,15.43,87.82,15.46,72.17,3.6,Yes,Delivered,Cash,33,3
ORD2024001022,03-07-2024,Sushi,785.63,R45,17:16,17:25,18:38,Monday,1,587.77,C087,12.41,81.25,13.93,90.74,5.44,Yes,Delivered,UPI,82,3
ORD2024001023,26-10-2024,Sushi,747.38,R17,21:47,21:53,23:05,Saturday,1,459.04,C032,14.28,73.98,11.74,79.11,3.56,No,Delivered,UPI,78,4
ORD2024001024,26-03-2024,Chinese,282.98,R12,10:22,10:29,12:09,Saturday,2,279.81,C019,14.83,72.3,12.67,69.96,6.54,No,Returned,UPI,107,4
ORD2024001025,11-05-2024,Mexican,668.04,R4,11:16,11:27,11:50,Wednesday,3,650.82,C076,13.6,87.1,14.78,71.6,2.8,Yes,Delivered,UPI,34,3
ORD2024001026,27-01-2024,Burgers,486.94,R41,07:05,07:12,08:21,Monday,2,646.38,C002,12.67,92.31,13.11,70.4,3.04,Yes,Delivered,Cash,76,2
ORD2024001027,21-09-2024,Thai,728.72,R16,08:54,09:09,10:47,Sunday,2,644.71,C017,11.63,84.46,14.24,71.35,2.2,Yes,Delivered,UPI,113,4
ORD2024001028,14-10-2024,Sushi,557.62,R43,13:28,13:38,14:13,Friday,2,280.83,C061,13.4,92.91,14.99,93.54,3.16,No,Delivered,UPI,45,3
ORD2024001029,23-02-2024,Thai,819.23,R29,08:10,08:21,09:32,Tuesday,2,252.92,C088,14.77,85.31,12.44,79.65,3.38,No,Delivered,UPI,82,4
ORD2024001030,04-09-2024,Burgers,53.25,R50,18:46,18:55,19:30,Monday,2,207.86,C074,14.96,71.6,13.26,86.4,5.49,No,Delivered,Cash,44,4
ORD2024001031,22-09-2024,Thai,443.24,R21,20:57,21:09,22:05,Thursday,2,712.54,C069,15.2,78.7,14.28,73.98,5.88,Yes,Delivered,Cash,68,4
ORD2024001032,17-12-2024,Chinese,272.43,R36,00:57,01:03,02:09,Thursday,2,318.61,C075,12.65,73.85,12.53,73.57,7.49,Yes,Delivered,UPI,72,4
ORD2024001033,17-01-2024,Thai,827.16,R1,15:05,15:12,16:07,Thursday,2,418.16,C025,14.28,81.31,13.16,69.96,2.48,Yes,Delivered,UPI,62,3
ORD2024001034,11-12-2024,Chinese,180.87,R24,07:21,07:33,08:54,Friday,4,319.69,C047,14.1,72.69,12.55,78.7,4.59,Yes,Delivered,UPI,93,3
ORD2024001035,25-12-2024,Chinese,465.41,R27,06:34,06:48,08:23,Monday,1,730,C085,14.97,90.9,12.59,89.43,4.77,Yes,Delivered,UPI,109,4
ORD2024001036,11-11-2024,Burgers,369.96,R27,03:58,04:13,05:34,Sunday,1,567.34,C086,13.51,77.16,13.76,88.6,7.01,Yes,Delivered,Cash,96,2
ORD2024001037,06-07-2024,Thai,80.82,R17,23:22,23:31,01:09,Saturday,3,650.86,C008,11.82,72.64,13.68,77.18,2.59,Yes,Cancelled,UPI,107,3
ORD2024001038,08-12-2024,Mexican,130.46,R18,21:53,22:07,23:29,Thursday,1,225.74,C052,11.87,91.24,12.76,93.51,3.22,Yes,Delivered,Cash,96,4
ORD2024001039,09-12-2024,Sushi,684.11,R10,17:08,17:19,18:28,Saturday,2,491.33,C049,14.95,88.34,12.15,84.72,6.48,Yes,Delivered,UPI,80,4
ORD2024001040,24-12-2024,Chinese,446.79,R16,01:01,01:12,02:54,Friday,3,668.75,C005,12.46,82,15.07,82.48,5.45,Yes,Delivered,UPI,113,3
ORD2024001041,06-11-2024,Italian,514.09,R18,10:16,10:23,12:01,Thursday,1,225.74,C052,11.87,91.24,12.76,93.51,3.22,Yes,Delivered,Cash,105,3
ORD2024001042,13-09-2024,Thai,303.86,R6,06:54,07:01,08:29,Sunday,3,853.29,C005,12.44,89.76,13.12,92.44,5.44,No,Delivered,UPI,95,4
ORD2024001043,25-02-2024,Mexican,400.79,R8,19:08,19:14,21:02,Saturday,1,728.13,C038,12.44,74.86,11.59,93.61,7.72,Yes,Delivered,UPI,114,5
ORD2024001044,24-11-2024,Burgers,176.31,R50,03:23,03:30,05:15,Wednesday,3,377.31,C041,12.04,75.25,11.87,73.46,6.31,Yes,Delivered,UPI,112,3
ORD2024001045,02-01-2024,Italian,184.16,R3,11:33,11:42,12:23,Friday,3,498.08,C056,12.7,88.37,13.14,92.31,4.44,Yes,Delivered,Cash,50,3
ORD2024001046,02-03-2024,Burgers,377.23,R23,18:35,18:40,19:56,Sunday,3,882.4,C013,12.81,83.7,13.93,84.39,3,Yes,Delivered,UPI,81,2
ORD2024001047,09-11-2024,Thai,748.16,R32,17:45,17:53,18:50,Friday,2,337.83,C073,13.04,71.16,11.89,69.92,3.4,Yes,Delivered,Cash,65,4
ORD2024001048,12-01-2024,Chinese,318.45,R9,04:28,04:35,05:16,Monday,3,658.12,C089,13.89,75.28,15.43,85.11,3.19,Yes,Delivered,Cash,48,3
ORD2024001049,10-02-2024,Thai,765.63,R18,00:50,00:55,01:39,Monday,3,503.9,C090,11.96,81.41,11.62,78.63,6.59,Yes,Delivered,UPI,49,3
ORD2024001050,26-09-2024,Italian,812.52,R42,15:35,15:46,16:25,Tuesday,3,475.56,C099,14.5,89.61,12.18,74.19,3.48,Yes,Delivered,Cash,50,3
ORD2024001051,10-05-2024,Chinese,676,R23,07:08,07:15,09:03,Tuesday,2,214.25,C058,14.1,85.19,11.79,69.34,6.16,No,Delivered,Cash,115,4
ORD2024001052,09-09-2024,Indian,600.09,R26,14:01,14:08,14:31,Tuesday,2,486.84,C072,14.7,71.88,13.85,79.08,8.2,No,Delivered,Cash,30,4
ORD2024001053,25-05-2024,Chinese,772.54,R36,02:46,03:01,04:15,Monday,1,667.11,C097,14.44,88.96,12.22,77.5,1.43,Yes,Delivered,UPI,89,3
ORD2024001054,02-07-2024,Italian,822.97,R27,06:58,07:13,08:42,Tuesday,2,535.9,C060,15.37,79.59,15.46,74.74,2.79,Yes,Delivered,UPI,104,4
ORD2024001055,04-10-2024,Burgers,843.54,R23,21:29,21:37,22:25,Tuesday,3,223.04,C074,13.27,93.35,15.13,79.71,5.81,No,Delivered,UPI,56,4
ORD2024001056,12-11-2024,Italian,382.69,R45,19:33,19:40,21:15,Monday,1,587.77,C087,12.41,81.25,13.93,90.74,5.44,Yes,Delivered,UPI,102,3
ORD2024001057,22-03-2024,Sushi,746.64,R11,18:26,18:35,19:21,Thursday,2,715.38,C070,13.31,82.21,14.09,71.87,0.59,No,Delivered,UPI,55,4
ORD2024001058,25-08-2024,Thai,109.62,R39,12:12,12:22,13:13,Tuesday,2,183.77,C051,14.36,92.21,15.69,81.9,6.18,Yes,Delivered,Cash,61,4
ORD2024001059,06-12-2024,Indian,781.28,R44,05:14,05:19,06:16,Saturday,3,578.1,C027,12.35,78.17,11.92,78.93,5.51,Yes,Delivered,Cash,62,3
ORD2024001060,01-10-2024,Italian,635.4,R36,02:39,02:46,03:57,Monday,1,667.11,C097,14.44,88.96,12.22,77.5,1.43,Yes,Delivered,UPI,78,3
ORD2024001061,10-11-2024,Thai,486.58,R5,14:50,14:55,16:18,Saturday,2,333.91,C038,14.87,88.53,15.32,92.5,4.44,Yes,Returned,UPI,88,3
ORD2024001062,16-12-2024,Indian,229.95,R47,11:32,11:43,13:07,Monday,4,186.41,C056,11.91,69.36,14.45,84.63,3.85,Yes,Delivered,UPI,95,4
ORD2024001063,25-06-2024,Thai,555.01,R4,06:54,07:09,08:28,Wednesday,3,705.76,C092,12.84,88.96,12.78,83.49,5.32,Yes,Delivered,Cash,94,4
ORD2024001064,08-09-2024,Indian,741.65,R3,00:43,00:48,02:32,Thursday,2,686.03,C099,11.79,73.86,15.43,77.43,6.75,Yes,Delivered,UPI,109,4
ORD2024001065,21-02-2024,Thai,731.8,R28,08:54,09:07,10:36,Monday,2,788.37,C061,15.35,78.04,15.03,69.58,4.85,Yes,Cancelled,UPI,102,3
ORD2024001066,11-03-2024,Burgers,367.02,R32,00:43,00:56,01:47,Tuesday,2,198.97,C027,14.96,87.55,14.57,82.23,4.62,Yes,Delivered,Cash,64,2
ORD2024001067,19-02-2024,Sushi,305.34,R50,20:35,20:42,21:09,Sunday,2,634.43,C073,12.22,87.18,14.1,87.17,5.77,No,Delivered,UPI,34,4
ORD2024001068,14-11-2024,Burgers,195.27,R39,17:53,18:03,19:49,Friday,3,707.05,C058,13.26,83,14.17,90.25,4.66,Yes,Delivered,UPI,116,3
ORD2024001069,15-09-2024,Sushi,490.12,R16,08:21,08:32,09:01,Wednesday,1,683.99,C077,12.17,82.79,13.16,73.17,3.86,Yes,Delivered,UPI,40,3
ORD2024001070,10-12-2024,Dessert,756.14,R30,23:49,23:59,01:33,Tuesday,2,448.41,C011,12.79,71.85,14.2,89.05,5.71,Yes,Delivered,UPI,104,5
ORD2024001071,13-08-2024,Mexican,623.99,R16,08:41,08:55,10:02,Wednesday,2,357.07,C049,12.16,88.02,12.88,87.44,4.13,No,Returned,UPI,81,3
ORD2024001072,16-01-2024,Chinese,379.78,R15,23:13,23:22,00:15,Sunday,2,380.53,C054,12.36,85.51,12.77,78.87,2.69,No,Delivered,UPI,62,3
ORD2024001073,04-03-2024,Thai,181.71,R8,20:36,20:51,22:18,Saturday,1,728.13,C038,12.44,74.86,11.59,93.61,7.72,Yes,Delivered,UPI,102,3
ORD2024001074,06-12-2024,Indian,389.4,R34,02:11,02:21,04:03,Wednesday,3,809.52,C002,13.97,88.05,12.6,75.56,2.43,No,Delivered,UPI,112,4
ORD2024001075,08-03-2024,Sushi,148.77,R41,02:23,02:33,03:52,Monday,2,646.38,C002,12.67,92.31,13.11,70.4,3.04,Yes,Delivered,Cash,89,3
ORD2024001076,11-09-2024,Thai,647.39,R42,03:48,04:01,05:01,Thursday,3,675.66,C051,12.94,91.9,13.27,80.26,5.22,No,Delivered,Cash,73,4
ORD2024001077,09-09-2024,Sushi,794.87,R33,20:35,20:46,21:41,Thursday,4,407.53,C045,12.37,79.32,13.62,82.01,2.23,Yes,Delivered,UPI,66,4
ORD2024001078,15-07-2024,Mexican,488.04,R23,23:07,23:12,00:28,Monday,2,353.96,C086,14.14,88.43,13.91,89.24,4.45,Yes,Delivered,UPI,81,4
ORD2024001079,14-08-2024,Sushi,604.99,R44,20:19,20:25,21:31,Saturday,3,578.1,C027,12.35,78.17,11.92,78.93,5.51,Yes,Delivered,Cash,72,4
ORD2024001080,20-09-2024,Chinese,506.57,R50,12:36,12:51,14:15,Sunday,2,634.43,C073,12.22,87.18,14.1,87.17,5.77,No,Delivered,UPI,99,4
ORD2024001081,07-04-2024,Chinese,340.3,R40,23:32,23:42,00:54,Tuesday,2,307.7,C058,13.77,87.73,14.04,83.16,5.14,Yes,Delivered,Cash,82,3
ORD2024001082,03-04-2024,Mexican,551.81,R47,15:51,15:58,17:04,Monday,2,524.25,C098,12.49,88.49,12.63,85.48,2.42,Yes,Delivered,UPI,73,3
ORD2024001083,27-09-2024,Chinese,426.68,R6,08:58,09:09,10:04,Sunday,3,853.29,C005,12.44,89.76,13.12,92.44,5.44,No,Delivered,UPI,66,3
ORD2024001084,12-12-2024,Italian,508.17,R9,14:27,14:42,16:21,Saturday,3,313.32,C021,13.6,80.8,13.75,69.94,1.87,Yes,Delivered,UPI,114,3
ORD2024001085,15-04-2024,Chinese,175.79,R50,10:53,11:00,12:43,Monday,2,207.86,C074,14.96,71.6,13.26,86.4,5.49,No,Delivered,Cash,110,4
ORD2024001086,13-10-2024,Indian,746.82,R25,04:55,05:08,06:49,Saturday,2,646.31,C063,14.74,87.89,15.66,85.41,1.03,Yes,Cancelled,UPI,114,3
ORD2024001087,23-01-2024,Italian,441.76,R11,08:25,08:33,09:17,Thursday,2,715.38,C070,13.31,82.21,14.09,71.87,0.59,No,Delivered,UPI,52,4
ORD2024001088,06-09-2024,Burgers,126.55,R36,04:49,05:04,05:54,Thursday,2,318.61,C075,12.65,73.85,12.53,73.57,7.49,Yes,Delivered,UPI,65,3
ORD2024001089,06-12-2024,Italian,726.12,R15,11:23,11:32,12:12,Thursday,1,837.63,C100,15.6,78.63,13.49,73.08,6.66,Yes,Delivered,UPI,49,3
ORD2024001090,15-08-2024,Sushi,375.99,R48,19:17,19:26,20:15,Wednesday,1,669.43,C017,15.01,88.57,12.28,93.42,6.5,Yes,Delivered,Cash,58,3
ORD2024001091,15-08-2024,Burgers,396.14,R35,04:10,04:16,05:41,Wednesday,2,253.73,C069,11.8,78.98,14.01,76.67,4.06,Yes,Delivered,UPI,91,3
